customer_Dependents,internet_InternetService_DSL,internet_StreamingTV,internet_InternetService_Fiber optic,customer_tenure,account_PaperlessBilling,customer_SeniorCitizen,account_Contract_Two year,internet_OnlineSecurity,internet_StreamingMovies,internet_DeviceProtection,account_PaymentMethod_Electronic check,account_Contract_One year,account_Contract_Month-to-month,internet_InternetService_0,internet_OnlineBackup,account_Charges_Monthly,account_Charges_Monthly_Average,internet_TechSupport,Churn
1,0,1,1,64,0,0,1,1,1,0,0,0,0,0,1,110.3,109.3328125,1,0
0,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,80.35,84.60000000000001,0,0
1,0,0,1,71,1,0,0,1,0,0,0,1,0,0,1,85.45,84.91478873239437,0,0
0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,20.15,26.461111111111112,0,0
0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,83.4,83.4,1,0
0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,20.5,25.650000000000002,0,0
0,1,1,0,53,1,0,0,0,1,1,1,1,0,0,1,60.45,60.08018867924528,1,1
1,0,0,0,46,1,0,1,0,0,0,0,0,0,1,0,19.95,20.15434782608696,0,0
1,0,0,1,63,1,0,0,0,0,1,0,0,1,0,1,80.3,77.71984126984128,0,0
0,0,1,1,71,1,0,1,1,1,1,0,0,0,0,0,108.55,107.26760563380282,1,0
0,0,0,1,5,1,1,0,0,0,0,1,0,1,0,0,69.35,68.32000000000001,0,0
1,0,0,0,65,1,0,1,0,0,0,0,0,0,1,0,25.3,26.90076923076923,0,0
0,0,1,1,42,1,0,0,0,1,0,1,0,1,0,0,100.3,100.54642857142856,1,0
0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,74.75,79.36666666666666,0,0
0,1,0,0,24,0,0,0,1,0,0,1,0,1,0,0,54.95,56.1875,1,0
1,0,0,0,66,0,0,1,0,0,0,0,0,0,1,0,20.55,20.562121212121212,0,0
0,0,0,0,25,0,0,1,0,0,0,0,0,0,1,0,19.8,19.008,0,0
1,0,0,1,56,1,0,0,0,1,1,0,1,0,0,1,99.75,100.14999999999999,1,0
0,0,1,1,52,1,1,0,0,1,1,0,1,0,0,1,105.1,103.39230769230768,0,0
1,0,0,0,23,0,0,1,0,0,0,0,0,0,1,0,25.1,26.584782608695654,0,0
0,0,0,0,25,1,0,0,0,0,0,0,1,0,1,0,26.8,29.342,0,0
0,0,1,1,32,1,0,0,0,1,1,1,0,1,0,0,101.35,104.215625,0,0
0,1,0,0,16,1,0,0,1,0,0,1,0,1,0,0,50.15,47.640625,0,1
1,0,0,1,23,1,1,0,0,1,1,0,0,1,0,1,88.45,92.63260869565218,0,0
0,1,1,0,26,0,0,0,1,1,0,0,1,0,0,0,54.55,52.41730769230769,1,0
0,0,0,0,49,1,0,0,0,0,0,0,1,0,1,0,20.05,18.838775510204083,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.05,20.05,0,0
0,0,0,1,5,1,1,0,0,0,0,0,0,1,0,0,70.25,66.38,0,1
0,0,0,0,50,0,0,1,0,0,0,0,0,0,1,0,19.4,20.479,0,0
0,1,1,0,13,1,0,0,1,0,0,0,0,1,0,0,45.55,45.92307692307692,1,1
1,0,0,0,28,0,0,0,0,0,0,0,1,0,1,0,19.9,19.392857142857142,0,0
1,0,0,0,49,0,0,0,0,0,0,0,1,0,1,0,19.45,18.802040816326528,0,0
0,0,0,1,18,1,0,0,0,1,1,0,0,1,0,0,95.05,93.30000000000001,1,0
1,1,1,0,72,1,0,1,1,0,1,0,0,0,0,0,71.45,69.80347222222223,0,0
1,0,1,1,37,1,0,0,0,1,0,1,0,1,0,0,95.25,89.57162162162163,0,0
0,1,0,0,7,0,1,0,1,0,0,0,0,1,0,0,29.8,31.49285714285714,0,0
0,0,0,1,45,0,0,0,0,0,0,0,0,1,0,1,81.4,83.90777777777778,0,0
0,1,0,0,19,1,0,0,0,0,0,0,0,1,0,0,45.0,45.57105263157895,0,0
0,0,0,0,29,1,0,0,0,0,0,0,1,0,1,0,19.8,19.731034482758623,0,0
1,0,1,1,61,0,0,0,0,1,1,0,1,0,0,1,103.9,105.72377049180328,1,0
0,1,0,0,4,1,0,0,0,0,0,1,0,1,0,0,45.9,49.9375,0,0
0,0,1,1,38,1,0,0,0,1,1,1,0,1,0,0,103.65,104.96052631578948,1,0
0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,19.9,28.7,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45.05,45.05,0,1
0,1,0,0,15,0,0,0,1,0,1,0,1,0,0,1,45.9,46.230000000000004,1,0
0,0,1,1,71,1,0,1,1,1,1,1,0,0,0,0,108.05,106.08661971830985,1,1
0,0,1,1,52,0,0,0,1,0,0,1,0,1,0,0,84.1,83.6278846153846,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,20.65,19.35,0,1
0,0,1,1,24,1,1,0,0,1,1,1,0,1,0,0,93.15,92.96041666666667,0,1
0,0,0,1,43,1,0,0,0,0,0,0,0,1,0,0,75.35,73.52093023255814,0,0
0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,46.05,40.175,0,1
0,1,0,0,24,1,0,0,0,0,0,0,0,1,0,1,49.7,50.760416666666664,0,0
0,0,1,1,41,1,1,0,0,1,1,1,0,1,0,0,99.8,103.88536585365854,0,1
1,0,0,1,14,1,0,0,0,1,1,1,0,1,0,0,87.25,89.89999999999999,0,1
0,1,0,0,64,1,0,1,0,1,1,0,0,0,0,1,68.3,68.41875,1,0
1,0,0,0,72,0,0,1,0,0,0,0,0,0,1,0,19.4,18.93402777777778,0,0
0,1,0,0,27,1,0,0,0,0,0,0,0,1,0,1,56.15,53.30925925925926,1,0
0,1,1,0,35,1,1,0,0,1,1,1,1,0,0,0,73.0,70.60714285714286,1,0
1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,59.55,59.55,1,0
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,68.65,68.65,0,1
0,0,1,1,43,1,1,0,0,1,0,0,0,1,0,0,89.55,89.69186046511628,0,1
0,0,1,1,53,1,1,0,0,1,0,0,1,0,0,0,95.85,94.64622641509433,0,0
1,1,0,0,17,1,0,0,0,0,1,0,1,0,0,0,55.85,55.14705882352941,0,1
0,0,0,1,20,1,1,0,0,1,0,0,0,1,0,0,85.8,86.375,0,1
0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,19.15,20.733333333333334,0,0
1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,24.7,24.7,0,0
0,1,1,0,61,0,0,1,1,1,1,1,0,0,0,1,89.65,87.02786885245901,1,0
0,0,1,1,4,1,1,0,0,0,1,1,0,1,0,0,89.2,86.55,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.55,19.55,0,0
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,80.5,80.5,0,1
1,0,0,1,68,1,0,0,0,0,0,0,1,0,0,1,83.65,84.31470588235294,1,0
0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,79.25,79.25,0,1
0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,80.6,77.9,0,1
0,0,1,1,45,1,0,0,0,0,0,0,0,1,0,1,89.3,89.26333333333334,0,1
1,0,0,1,40,1,0,0,0,0,1,1,0,1,0,0,84.85,82.57625,1,1
0,0,1,1,34,1,0,0,0,1,1,1,0,1,0,1,105.1,106.90588235294118,1,0
0,0,0,1,13,1,0,0,0,1,0,1,0,1,0,0,85.95,93.51153846153846,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,20.25,20.25,0,1
1,1,1,0,35,0,0,0,0,0,0,0,1,0,0,0,40.9,39.53142857142857,1,0
1,0,0,0,35,0,0,0,0,0,0,1,1,0,1,0,19.9,19.02857142857143,0,0
0,0,0,1,72,1,1,1,1,1,1,0,0,0,0,1,102.65,104.86527777777778,0,0
0,0,0,1,2,1,1,0,0,0,1,1,0,1,0,0,74.2,70.05,0,0
0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,19.45,18.954166666666666,0,0
1,1,1,0,69,1,0,1,1,0,1,0,0,0,0,1,75.75,78.0891304347826,1,0
0,0,1,1,57,1,1,0,0,1,0,0,0,1,0,1,104.9,103.75350877192982,1,0
0,0,0,1,35,1,0,0,0,0,0,1,0,1,0,0,70.3,69.04428571428572,0,1
1,1,1,0,69,0,0,1,1,1,1,0,0,0,0,0,86.9,89.7695652173913,1,0
0,0,1,1,63,1,0,0,0,1,1,1,1,0,0,1,107.5,109.10714285714286,0,1
1,1,0,0,41,0,0,0,0,0,0,0,0,1,0,0,45.2,44.924390243902444,0,0
1,0,0,0,47,1,0,1,0,0,0,0,0,0,1,0,21.3,22.16595744680851,0,0
0,0,1,1,72,1,0,0,1,1,1,0,1,0,0,1,117.8,120.6222222222222,1,1
0,1,0,0,59,0,0,0,1,1,1,0,1,0,0,1,79.85,81.12033898305086,1,0
1,0,0,0,18,0,0,1,0,0,0,0,0,0,1,0,19.35,17.180555555555557,0,0
0,1,1,0,25,1,0,0,0,0,0,0,0,1,0,0,34.0,34.12,0,1
0,0,0,1,40,0,0,0,0,0,1,1,1,0,0,1,80.8,78.31875,0,0
0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,69.8,73.325,0,0
1,1,1,0,21,1,0,0,1,1,1,1,1,0,0,0,55.95,55.09761904761905,0,1
1,0,1,1,68,1,0,0,0,1,0,0,1,0,0,1,101.05,99.56617647058823,0,0
0,0,0,0,70,1,1,1,0,0,0,0,0,0,1,0,19.55,20.88642857142857,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44.55,44.55,0,0
0,0,0,1,72,1,0,1,1,0,0,0,0,0,0,1,84.05,84.05902777777777,0,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,70.4,77.4,0,0
1,0,0,0,11,0,0,0,0,0,0,0,1,0,1,0,20.6,21.263636363636365,0,0
1,0,0,0,56,1,0,1,0,0,0,0,0,0,1,0,24.95,26.230357142857144,0,0
0,1,0,0,36,1,0,0,0,0,0,0,0,1,0,1,34.85,35.2,1,0
0,1,1,0,37,1,0,0,1,1,1,0,1,0,0,1,90.6,90.77432432432433,1,0
0,1,1,0,39,0,0,0,1,1,1,1,0,1,0,0,55.9,56.008974358974356,0,1
1,0,0,1,18,1,0,0,0,0,1,0,0,1,0,0,80.55,78.14722222222223,0,0
0,0,0,1,19,1,0,0,1,0,1,1,0,1,0,0,84.75,86.94473684210527,0,0
0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,1,76.65,83.4,0,1
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,69.95,69.95,0,0
0,0,0,1,38,1,1,0,1,1,0,1,0,1,0,0,83.45,82.81973684210527,0,0
0,0,1,1,56,1,0,0,1,1,0,1,1,0,0,0,100.55,98.48125,0,0
0,1,1,0,30,1,0,0,0,0,1,0,1,0,0,1,68.95,67.95666666666666,0,0
1,1,1,0,72,0,0,1,1,1,1,0,0,0,0,1,88.7,90.29652777777778,1,0
0,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,20.2,17.61875,0,0
1,0,0,1,53,1,0,1,1,1,1,0,0,0,0,1,104.05,105.02641509433961,1,0
0,0,1,1,46,1,0,0,0,0,1,1,1,0,0,1,94.65,93.75,0,0
0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,20.7,18.791666666666668,0,0
1,0,1,1,8,1,0,0,0,1,1,1,0,1,0,0,94.2,97.1625,0,1
0,0,1,1,56,1,0,0,0,1,0,1,1,0,0,1,98.25,98.36339285714287,0,1
0,1,0,0,31,0,0,0,1,0,1,0,0,1,0,0,65.25,64.33225806451613,1,1
0,1,1,0,13,1,1,0,0,0,0,1,0,1,0,1,59.9,60.642307692307696,0,0
1,0,1,1,40,1,0,0,1,1,0,0,0,1,0,1,110.1,111.7275,1,0
0,0,0,1,59,1,1,0,1,0,1,1,1,0,0,1,94.05,92.94745762711864,1,0
1,0,1,1,50,0,0,0,0,1,1,0,1,0,0,0,103.05,103.07,1,0
1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,24.4,18.275,0,1
0,1,1,0,46,0,0,1,1,1,1,0,0,0,0,0,79.2,78.12608695652175,0,0
1,1,0,0,18,0,0,0,1,1,0,1,0,1,0,0,64.8,64.81666666666666,0,0
0,1,0,0,35,1,0,0,0,0,1,0,0,1,0,0,33.45,33.59571428571428,1,0
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,50.6,50.6,0,1
1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,80.8,83.1125,1,1
0,0,0,1,5,1,0,0,0,0,1,1,0,1,0,1,85.3,84.83,0,1
1,1,0,0,69,1,0,1,1,0,1,0,0,0,0,0,64.15,61.6536231884058,1,0
1,0,1,1,17,0,0,0,0,0,0,1,0,1,0,0,80.85,82.40294117647058,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,20.2,20.2,0,1
0,0,0,1,24,1,1,0,1,0,0,1,0,1,0,0,78.85,73.84375,0,1
0,0,1,1,62,0,1,0,0,0,0,1,1,0,0,0,84.45,79.98629032258064,0,0
0,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,45.4,43.24166666666667,0,1
0,0,0,0,23,0,0,0,0,0,0,1,0,1,1,0,20.85,20.604347826086954,0,0
1,1,1,0,45,1,0,0,1,1,0,0,0,1,0,0,50.9,51.86333333333333,0,0
0,0,0,1,9,1,0,0,0,1,1,0,0,1,0,0,85.3,86.82222222222222,0,0
0,0,1,1,4,1,0,0,0,0,0,1,0,1,0,0,80.35,76.85,0,1
0,0,0,1,24,1,0,0,0,0,1,1,0,1,0,1,85.95,87.79791666666667,1,0
0,0,0,0,71,1,0,1,0,0,0,0,0,0,1,0,25.95,25.378873239436622,0,0
0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,45.15,49.25,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,18.8,18.8,0,0
0,0,1,1,10,1,0,0,0,1,1,1,0,1,0,0,100.6,106.02000000000001,0,1
0,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,51.4,48.4,0,0
0,1,0,0,67,0,0,0,1,0,0,0,1,0,0,1,60.5,57.76119402985075,1,0
1,1,1,0,7,0,0,0,1,0,1,1,1,0,0,1,69.45,68.15,0,0
0,1,1,0,13,1,0,0,1,1,1,1,0,1,0,0,78.75,76.56538461538462,0,0
0,0,0,1,57,0,0,0,0,1,0,1,1,0,0,1,94.7,95.94649122807017,1,0
0,0,1,1,36,1,1,0,0,0,0,0,0,1,0,1,91.95,91.69583333333334,0,0
0,1,1,0,66,1,0,1,1,1,1,0,0,0,0,1,90.05,90.39318181818182,1,0
0,1,0,0,22,1,0,0,1,0,0,0,0,1,0,0,59.05,56.97727272727273,1,0
1,0,1,1,17,0,0,0,1,0,1,1,0,1,0,0,94.4,94.54117647058824,0,1
0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,74.45,74.45,0,1
0,0,1,1,11,1,0,0,0,1,0,1,0,1,0,0,94.0,98.08181818181819,0,1
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,73.55,72.7,0,1
0,0,1,1,3,0,0,0,0,1,0,1,0,1,0,1,95.4,97.71666666666665,0,0
0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,0,74.8,80.475,0,1
1,0,0,0,69,0,0,1,0,0,0,0,0,0,1,0,19.75,19.933333333333334,0,0
1,0,0,1,72,1,0,1,1,1,1,0,0,0,0,1,104.9,107.39791666666666,1,0
0,0,1,1,23,1,0,0,0,1,0,1,0,1,0,0,93.5,101.80652173913045,0,0
1,1,1,0,40,1,0,0,0,1,1,1,0,1,0,0,74.55,75.39375,0,0
0,1,1,0,70,0,0,1,1,1,1,0,0,0,0,1,84.7,85.58642857142857,0,0
0,0,0,1,70,1,1,0,1,1,0,1,0,1,0,0,90.85,92.43,0,0
0,1,1,0,3,1,0,0,0,1,1,1,1,0,0,0,69.95,73.48333333333333,0,0
0,0,1,1,69,1,0,1,1,1,1,0,0,0,0,1,110.05,107.69202898550725,0,0
0,0,1,1,6,1,0,0,0,1,0,1,0,1,0,0,89.5,95.55,0,1
0,1,1,0,72,0,0,1,1,1,1,0,0,0,0,1,92.0,92.12152777777777,1,0
0,1,1,0,67,0,0,1,0,1,1,0,0,0,0,1,86.15,87.81865671641792,1,0
0,0,1,1,40,1,1,0,0,1,0,0,1,0,0,1,99.2,101.55499999999999,1,1
1,0,0,0,19,1,0,1,0,0,0,0,0,0,1,0,24.9,24.61578947368421,0,0
0,1,0,0,70,1,0,1,0,1,0,0,0,0,0,0,40.05,39.996428571428574,1,0
0,1,1,0,21,0,0,1,1,0,0,0,0,0,0,1,71.05,72.61190476190475,1,0
0,0,1,1,32,1,1,0,0,1,1,1,0,1,0,0,104.9,104.7359375,1,1
1,0,1,1,29,1,1,0,0,1,1,1,0,1,0,0,103.95,102.2344827586207,0,0
0,0,0,1,29,1,0,0,0,0,0,1,0,1,0,0,74.2,68.73275862068965,0,0
0,0,1,1,25,1,0,0,0,1,0,1,0,1,0,0,95.15,95.82799999999999,1,0
0,0,1,1,55,1,1,0,1,1,0,1,0,1,0,0,98.8,102.14090909090909,0,1
0,0,1,1,55,1,0,0,0,1,1,0,0,1,0,1,103.65,103.21181818181817,0,0
1,0,1,1,2,1,0,0,0,1,0,0,0,1,0,0,94.2,96.9,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,20.7,19.925,0,0
0,0,1,1,62,1,0,0,0,1,1,1,1,0,0,0,96.75,98.79677419354839,0,1
1,0,0,0,19,1,0,0,0,0,0,1,0,1,1,0,20.0,19.871052631578948,0,0
1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,20.65,22.707142857142856,0,0
0,0,0,1,29,1,0,0,0,0,1,0,0,1,0,0,75.3,78.04827586206896,0,0
0,1,1,0,29,0,0,0,0,0,0,0,0,1,0,0,33.75,34.80172413793103,0,0
0,0,0,1,12,0,0,0,1,0,1,0,0,1,0,0,81.7,71.55,0,1
1,1,1,0,50,1,0,0,1,0,1,0,1,0,0,0,70.8,69.563,1,0
1,0,1,1,67,1,0,1,0,1,1,0,0,0,0,1,111.2,112.4,1,0
1,0,0,1,33,0,0,0,0,1,0,0,0,1,0,0,86.15,83.2030303030303,0,1
1,1,1,0,37,0,0,0,1,1,0,0,1,0,0,1,75.1,71.85945945945946,0,0
0,0,0,0,64,0,0,1,0,0,0,0,0,0,1,0,25.0,24.7625,0,0
0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,89.9,89.9,0,1
0,0,0,1,8,1,0,0,0,0,0,1,0,1,0,0,74.85,71.55625,0,0
0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,44.95,47.888888888888886,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.05,20.05,0,0
0,1,0,0,48,0,0,0,0,0,1,0,1,0,0,1,34.7,33.427083333333336,0,1
0,1,0,0,38,1,0,0,1,0,1,0,0,1,0,1,66.15,66.37894736842105,0,0
1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,20.2,16.866666666666667,0,0
0,0,0,0,32,0,0,0,0,0,0,0,0,1,1,0,19.9,18.7984375,0,0
0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,60.65,65.63333333333334,1,0
0,0,0,1,10,1,0,0,0,1,1,1,0,1,0,1,94.85,95.345,0,1
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,85.8,85.8,0,1
0,0,1,1,3,1,0,0,0,1,0,1,0,1,0,0,95.2,97.61666666666667,0,1
0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,34.8,37.983333333333334,0,0
1,1,1,0,56,0,0,1,1,0,1,0,0,0,0,1,81.25,82.50714285714285,1,0
0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,24.6,21.12222222222222,0,0
0,0,0,1,53,1,1,0,0,0,0,0,0,1,0,1,73.8,75.5443396226415,0,0
0,1,0,0,63,0,0,0,0,1,1,0,1,0,0,0,58.55,55.611111111111114,0,0
0,1,0,0,35,0,0,1,1,0,0,0,0,0,0,0,55.25,54.97428571428571,0,0
1,0,1,1,41,1,0,0,0,1,1,1,1,0,0,0,102.6,102.76463414634148,1,1
0,1,0,0,13,1,0,0,0,0,0,0,0,1,0,0,25.15,25.52692307692308,0,0
1,1,0,0,14,0,0,0,1,1,0,0,0,1,0,1,69.2,67.475,0,0
0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,19.9,20.267857142857142,0,0
1,0,0,1,51,1,0,0,1,1,0,1,0,1,0,1,93.8,89.00686274509805,0,0
0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,55.4,55.4,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,69.95,69.95,0,1
0,1,0,0,68,0,0,0,1,0,0,0,1,0,0,0,55.9,56.6,1,0
0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,88.8,88.8,0,1
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25.85,25.85,0,0
0,0,1,1,60,1,0,1,0,1,1,1,0,0,0,1,99.65,99.0175,0,0
0,0,0,1,7,0,1,0,0,0,0,0,0,1,0,0,73.75,77.87857142857142,0,1
1,0,0,0,23,0,0,1,0,0,0,0,0,0,1,0,20.4,20.815217391304348,0,0
1,1,1,0,72,0,0,1,1,0,1,0,0,0,0,1,82.3,80.76597222222222,1,0
1,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,89.85,82.8,0,0
0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,75.9,71.55,0,1
1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,19.7,18.916666666666668,0,0
1,0,0,0,13,1,0,1,0,0,0,0,0,0,1,0,19.75,18.976923076923075,0,0
0,0,0,0,47,0,0,0,0,0,0,0,1,0,1,0,19.9,20.06276595744681,0,0
0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,29.8,31.46666666666667,0,0
0,0,0,0,14,0,1,0,0,0,0,0,1,0,1,0,19.65,16.33214285714286,0,0
1,1,1,0,23,1,0,1,1,0,1,0,0,0,0,0,77.15,76.49565217391304,1,0
0,1,1,0,72,0,0,1,1,1,1,0,0,0,0,1,92.0,89.92222222222222,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,43.95,43.95,0,1
0,0,0,1,66,1,0,0,1,1,1,0,0,1,0,1,103.1,99.92424242424242,1,0
1,0,0,0,53,0,0,1,0,0,0,0,0,0,1,0,25.55,25.20943396226415,0,0
0,0,0,1,11,1,0,0,1,0,0,0,0,1,0,0,79.0,84.48181818181818,0,0
0,0,1,1,61,1,0,1,1,1,1,0,0,0,0,0,111.6,112.72213114754099,1,1
1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,60.95,67.3,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.3,20.3,0,0
0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,35.45,35.45,0,1
1,0,0,1,67,0,0,0,0,0,1,1,1,0,0,1,87.4,88.34029850746269,0,1
0,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0,74.15,77.05555555555556,0,0
0,0,1,1,18,1,0,0,0,1,0,1,0,1,0,0,94.75,93.99444444444445,0,0
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,78.1,78.94166666666666,0,1
0,0,1,1,27,1,1,0,1,1,0,0,0,1,0,0,104.3,106.21296296296296,1,1
1,0,0,1,61,1,0,0,1,1,1,0,1,0,0,1,100.7,98.66639344262295,0,0
0,0,1,1,65,1,0,1,0,1,1,0,0,0,0,1,107.65,108.96692307692308,1,0
0,0,0,0,41,0,0,1,0,0,0,0,0,0,1,0,20.0,19.76341463414634,0,0
1,1,0,0,19,0,0,0,0,0,0,0,0,1,0,0,50.1,47.91842105263158,0,0
0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,49.05,45.55,0,1
0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,86.85,78.175,0,1
1,0,0,0,4,1,0,0,0,0,0,1,0,1,1,0,19.95,20.725,0,0
1,1,0,0,25,0,0,0,1,0,0,1,0,1,0,0,54.3,51.872,1,0
1,0,1,1,60,0,0,0,0,0,1,1,1,0,0,1,90.95,90.89,0,1
0,0,0,1,8,1,0,0,0,1,0,0,0,1,0,0,85.2,78.425,0,1
0,1,1,0,72,0,1,1,1,1,1,0,0,0,0,1,84.45,81.94236111111111,0,0
0,1,0,0,5,1,0,0,1,0,1,0,0,1,0,0,55.8,54.870000000000005,0,0
0,0,0,1,59,1,0,0,1,0,1,0,1,0,0,0,81.25,78.63474576271186,0,0
0,0,0,0,68,0,0,1,0,0,0,0,0,0,1,0,25.8,28.110294117647058,0,0
1,0,0,0,54,1,0,1,0,0,0,0,0,0,1,0,24.05,22.794444444444448,0,0
0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,20.3,21.23409090909091,0,0
0,1,0,0,49,1,0,0,0,0,0,0,0,1,0,0,52.15,52.72959183673469,0,0
1,0,0,1,51,1,0,0,1,0,0,0,0,1,0,1,79.15,78.79509803921569,0,0
1,0,0,0,19,0,0,1,0,0,0,0,0,0,1,0,25.6,25.573684210526313,0,0
1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,80.55,94.05,0,0
1,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0,19.55,21.035714285714285,0,0
0,1,1,0,57,1,1,0,0,1,0,1,0,1,0,0,44.85,45.13947368421052,0,1
1,0,0,1,72,1,0,1,1,1,0,0,0,0,0,1,97.75,97.10555555555555,1,0
0,0,1,1,63,0,0,1,1,0,1,0,0,0,0,1,98.0,98.70555555555555,0,0
0,1,1,0,4,1,0,0,0,0,0,0,0,1,0,0,64.4,63.25,1,0
0,1,0,0,17,0,0,0,1,1,0,0,1,0,0,1,64.8,69.15294117647058,0,0
0,0,1,1,6,1,0,0,0,0,0,1,0,1,0,1,85.35,81.575,0,1
0,0,0,1,56,1,0,0,0,1,0,1,0,1,0,1,94.45,91.51071428571429,1,1
1,0,1,1,13,0,0,0,0,1,0,1,0,1,0,0,88.35,94.06153846153846,0,1
0,1,0,0,6,1,0,0,0,0,0,1,0,1,0,0,49.15,45.13333333333333,1,1
0,0,0,1,71,1,0,0,0,1,1,0,0,1,0,1,93.25,93.93591549295775,0,0
0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,19.6,18.945,0,0
1,1,1,0,72,1,1,1,1,1,1,0,0,0,0,1,88.05,89.24513888888889,1,0
0,0,0,0,69,1,0,1,0,0,0,0,0,0,1,0,24.95,24.903623188405795,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.1,20.1,0,1
1,0,0,1,47,0,0,0,1,1,1,1,0,1,0,0,90.05,88.02553191489362,0,0
0,0,0,0,60,1,0,1,0,0,0,0,0,0,1,0,20.5,19.98,0,0
1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,19.25,24.175,0,0
0,0,1,1,2,1,0,0,0,1,0,1,0,1,0,0,96.0,87.4,0,1
0,1,0,0,53,1,0,0,1,1,0,0,0,1,0,1,46.3,48.053773584905656,0,0
1,0,0,1,34,1,0,0,0,1,1,0,0,1,0,0,90.05,91.08823529411765,0,0
1,1,0,0,60,1,0,0,1,0,1,0,1,0,0,1,65.85,65.47166666666666,1,0
0,0,1,1,55,1,1,0,0,1,1,1,1,0,0,0,100.15,98.35909090909091,0,0
1,0,1,1,53,1,0,0,0,0,0,1,0,1,0,1,92.55,90.17830188679245,1,0
